Reference #,Adjustment Account,Date,Posting Period,Memo,Subsidiary,Department,Item,Item,Item ID,Item ID Sandipan,Location,Units,Adjust Qty By,Est. Unit Cost,Department,Class,Memo,,Lot/Serial (for lot numbered item),Expiration Date (for lot numbered item),Lot Quantity (for lot numbered item)
,6051 Valuation Adjustments,2/26/2020,,Opening Balance,Western Consolidated Technologies,,WRJA213140003Q-R470JK,WRJA213140003Q-R470JK,28680,28680,WCT HQ,PC,,0.02026,,JA,,E1-FG,4/30/2025,,4054.99
,6052 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WRJA259187009D-R470DK,WRJA259187009D-R470DK,28682,28682,WCT HQ,PC,,0.09804,,JA,,E1-FG,4/30/2025,,2437
,6053 Valuation Adjustments,3/13/2025,,Opening Balance,Western Consolidated Technologies,,WRJC124111005D-R470AK,WRJC124111005D-R470AK,28688,28688,WCT HQ,PC,,0.0112,,JC,,E1-FG,4/30/2025,,1845
,6054 Valuation Adjustments,9/4/2018,,Opening Balance,Western Consolidated Technologies,,1-205,1-205,52355,52355,WCT HQ,PC,,0.0082,,JC,,E1-FG,4/30/2025,,1340
,6055 Valuation Adjustments,5/3/2024,,Opening Balance,Western Consolidated Technologies,,WRJC211197007D-R470BK,WRJC211197007D-R470BK,28723,28723,WCT HQ,EA,,0.01658,,JC,,E1-FG,4/30/2025,,825
,6056 Valuation Adjustments,6/14/2022,,Opening Balance,Western Consolidated Technologies,,1-2283,1-2283,52360,52360,WCT HQ,PC,,0.01297,,JC,,E1-FG,4/30/2025,,2785
,6057 Valuation Adjustments,11/10/2020,,Opening Balance,Western Consolidated Technologies,,WRJC106034012D-R380AK,WRJC106034012D-R380AK,28732,28732,WCT HQ,PC,,0.02137,,JC,,E1-FG,4/30/2025,,1075
,6058 Valuation Adjustments,8/25/2022,,Opening Balance,Western Consolidated Technologies,,WRJA230194007D-R970DK,WRJA230194007D-R970DK,28739,28739,WCT HQ,PC,,0.03956,,JA,,E1-FG,4/30/2025,,803
,6059 Valuation Adjustments,12/18/2024,,Opening Balance,Western Consolidated Technologies,,WRJC120090007Q-R463AK,WRJC120090007Q-R463AK,28744,28744,WCT HQ,PC,,0.01504,,JC,,E1-FG,4/30/2025,,3186
,6060 Valuation Adjustments,11/6/2024,,Opening Balance,Western Consolidated Technologies,,WRJC050027004D-R570AK,WRJC050027004D-R570AK,28749,28749,WCT HQ,EA,,0.00833,,JC,,E1-FG,4/30/2025,,320
,6061 Valuation Adjustments,11/6/2020,,Opening Balance,Western Consolidated Technologies,,WRJA208116006K-R470DK,WRJA208116006K-R470DK,28764,28764,WCT HQ,PC,,0.06564,,JA,,E1-FG,4/30/2025,,1130
,6062 Valuation Adjustments,4/23/2025,,Opening Balance,Western Consolidated Technologies,,WRJC198100005Q-R463AK,WRJC198100005Q-R463AK,28770,28770,WCT HQ,PC,,0.03811,,JC,,E1-FG,4/30/2025,,8445
,6063 Valuation Adjustments,12/7/2020,,Opening Balance,Western Consolidated Technologies,,WRJC150050012Q-R950AK,WRJC150050012Q-R950AK,28771,28771,WCT HQ,EA,,0.05023,,JC,,E1-FG,4/30/2025,,2685
,6064 Valuation Adjustments,12/26/2024,,Opening Balance,Western Consolidated Technologies,,WRJC117102007D-R970DK,WRJC117102007D-R970DK,28772,28772,WCT HQ,PC,,0.01513,,JC,,E1-FG,4/30/2025,,2408
,6065 Valuation Adjustments,1/29/2025,,Opening Balance,Western Consolidated Technologies,,WRJA415368009D-R470BK,WRJA415368009D-R470BK,28778,28778,WCT HQ,PC,,0.07975,,JA,,E1-FG,4/30/2025,,747
,6066 Valuation Adjustments,12/22/2022,,Opening Balance,Western Consolidated Technologies,,WRJA268248010D-R470AK,WRJA268248010D-R470AK,28784,28784,WCT HQ,PC,,0.04347,,JA,,E1-FG,4/30/2025,,1263
,6067 Valuation Adjustments,1/7/2020,,Opening Balance,Western Consolidated Technologies,,1-59,1-59,52387,52387,WCT HQ,PC,,0.10333,,JA,,E1-FG,4/30/2025,,220
,6068 Valuation Adjustments,2/26/2025,,Opening Balance,Western Consolidated Technologies,,WRJC140100012D-R470BK,WRJC140100012D-R470BK,28819,28819,WCT HQ,PC,,0.03239,,JC,,E1-FG,4/30/2025,,1812
,6069 Valuation Adjustments,5/8/2020,,Opening Balance,Western Consolidated Technologies,,WRJA238220005D-R460CK,WRJA238220005D-R460CK,28827,28827,WCT HQ,PC,,0.01456,,JA,,E1-FG,4/30/2025,,35000
,6070 Valuation Adjustments,12/17/2024,,Opening Balance,Western Consolidated Technologies,,WRJC081062012K-R490AK,WRJC081062012K-R490AK,28829,28829,WCT HQ,PC,,0.01483,,JC,,E1-FG,4/30/2025,,780
,6071 Valuation Adjustments,1/17/2023,,Opening Balance,Western Consolidated Technologies,,WRJA212134012D-R590AK,WRJA212134012D-R590AK,28834,28834,WCT HQ,PC,,0.15182,,JA,,E1-FG,4/30/2025,,455
,6072 Valuation Adjustments,1/21/2025,,Opening Balance,Western Consolidated Technologies,,WRJC124100007Q-R540AK,WRJC124100007Q-R540AK,28843,28843,WCT HQ,PC,,0.01634,,JC,,E1-FG,4/30/2025,,595
,6073 Valuation Adjustments,10/11/2022,,Opening Balance,Western Consolidated Technologies,,WRJA203158009D-R480AK,WRJA203158009D-R480AK,28849,28849,WCT HQ,EA,,0.03871,,JA,,E1-FG,4/30/2025,,890
,6074 Valuation Adjustments,7/21/2022,,Opening Balance,Western Consolidated Technologies,,WRJA519502012D-R470BK,WRJA519502012D-R470BK,28856,28856,WCT HQ,PC,,0.06535,,JA,,E1-FG,4/30/2025,,350
,6075 Valuation Adjustments,8/30/2024,,Opening Balance,Western Consolidated Technologies,,WRJC187143012D-R570AK,WRJC187143012D-R570AK,28858,28858,WCT HQ,PC,,0.1071,,JC,,E1-FG,4/30/2025,,1475
,6076 Valuation Adjustments,8/27/2024,,Opening Balance,Western Consolidated Technologies,,WRJA337312012D-R550BK,WRJA337312012D-R550BK,28898,28898,WCT HQ,PC,,0.07547,,JA,,E1-FG,4/30/2025,,325
,6077 Valuation Adjustments,5/2/2024,,Opening Balance,Western Consolidated Technologies,,WRJA402384009D-R490AK,WRJA402384009D-R490AK,28914,28914,WCT HQ,PC,,0.06752,,JA,,E1-FG,4/30/2025,,1100
,6078 Valuation Adjustments,11/11/2020,,Opening Balance,Western Consolidated Technologies,,WRJC155118007D-R450CK,WRJC155118007D-R450CK,28915,28915,WCT HQ,PC,,0.02028,,JC,,E1-FG,4/30/2025,,1750
,6079 Valuation Adjustments,1/11/2019,,Opening Balance,Western Consolidated Technologies,,WRJC200076003Q-R465AK,WRJC200076003Q-R465AK,28918,28918,WCT HQ,PC,,0.07107,,JC,,E1-FG,4/30/2025,,5890
,6080 Valuation Adjustments,2/19/2025,,Opening Balance,Western Consolidated Technologies,,WRJC075057006D-R980BK,WRJC075057006D-R980BK,28929,28929,WCT HQ,PC,,0.01025,,JC,,E1-FG,4/30/2025,,785
,6081 Valuation Adjustments,10/4/2024,,Opening Balance,Western Consolidated Technologies,,WRJC121042009D-R870AK,WRJC121042009D-R870AK,28937,28937,WCT HQ,PC,,0.02929,,JC,,E1-FG,4/30/2025,,1265
,6082 Valuation Adjustments,12/11/2024,,Opening Balance,Western Consolidated Technologies,,WRJA321283009D-R470BK,WRJA321283009D-R470BK,28943,28943,WCT HQ,PC,,0.05655,,JA,,E1-FG,4/30/2025,,595
,6083 Valuation Adjustments,2/19/2025,,Opening Balance,Western Consolidated Technologies,,WRJC157082004Q-R463AK,WRJC157082004Q-R463AK,28951,28951,WCT HQ,PC,,0.01799,,JC,,E1-FG,4/30/2025,,634
,6084 Valuation Adjustments,3/12/2024,,Opening Balance,Western Consolidated Technologies,,WRJC100076009D-R475AK,WRJC100076009D-R475AK,28976,28976,WCT HQ,PC,,0.01689,,JC,,E1-FG,4/30/2025,,4500
,6085 Valuation Adjustments,10/22/2024,,Opening Balance,Western Consolidated Technologies,,WRJC050031004D-R470FK,WRJC050031004D-R470FK,28981,28981,WCT HQ,PC,,0.00758,,JC,,E1-FG,4/30/2025,,25860
,6086 Valuation Adjustments,3/31/2023,,Opening Balance,Western Consolidated Technologies,,WRJC043030006D-R470JK,WRJC043030006D-R470JK,29000,29000,WCT HQ,PC,,0.00851,,JC,,E1-FG,4/30/2025,,3490
,6087 Valuation Adjustments,12/29/2023,,Opening Balance,Western Consolidated Technologies,,WRJA318294012D-R970BK,WRJA318294012D-R970BK,29003,29003,WCT HQ,PC,,0.04321,,JA,,E1-FG,4/30/2025,,6000
,6088 Valuation Adjustments,1/26/2024,,Opening Balance,Western Consolidated Technologies,,WRJA334310012D-R970BK,WRJA334310012D-R970BK,29006,29006,WCT HQ,PC,,0.0454,,JA,,E1-FG,4/30/2025,,1181
,6089 Valuation Adjustments,5/7/2021,,Opening Balance,Western Consolidated Technologies,,1-9181,1-9181,52423,52423,WCT HQ,EA,,0.03006,,JE,,E1-FG,4/30/2025,,1335
,6090 Valuation Adjustments,4/4/2025,,Opening Balance,Western Consolidated Technologies,,WRJE236217012D-R970BK,WRJE236217012D-R970BK,29010,29010,WCT HQ,EA,,0.0467,,JE,,E1-FG,4/30/2025,,637
,6091 Valuation Adjustments,2/21/2020,,Opening Balance,Western Consolidated Technologies,,WRJE237217012D-R970BK,WRJE237217012D-R970BK,29023,29023,WCT HQ,PC,,0.02643,,JE,,E1-FG,4/30/2025,,255
,6092 Valuation Adjustments,9/20/2024,,Opening Balance,Western Consolidated Technologies,,WRJC170157008D-R175AK,WRJC170157008D-R175AK,29024,29024,WCT HQ,PC,,0.09701,,JC,,E1-FG,4/30/2025,,234
,6093 Valuation Adjustments,1/30/2020,,Opening Balance,Western Consolidated Technologies,,1-9302,1-9302,52428,52428,WCT HQ,PC,,0.04084,,JA,,E1-FG,4/30/2025,,2555
,6094 Valuation Adjustments,2/15/2024,,Opening Balance,Western Consolidated Technologies,,WRJA393373009D-R470AK,WRJA393373009D-R470AK,29033,29033,WCT HQ,PC,,0.04929,,JA,,E1-FG,4/30/2025,,2165
,6095 Valuation Adjustments,9/20/2024,,Opening Balance,Western Consolidated Technologies,,WRJE237213012D-R970BK,WRJE237213012D-R970BK,29035,29035,WCT HQ,EA,,0.03069,,JE,,E1-FG,4/30/2025,,26832
,6096 Valuation Adjustments,2/25/2021,,Opening Balance,Western Consolidated Technologies,,WRJE225202012D-R970BK,WRJE225202012D-R970BK,29044,29044,WCT HQ,PC,,0.04343,,JE,,E1-FG,4/30/2025,,2623
,6097 Valuation Adjustments,10/10/2024,,Opening Balance,Western Consolidated Technologies,,WRJA334315009D-R470BK,WRJA334315009D-R470BK,29061,29061,WCT HQ,PC,,0.04746,,JA,,E1-FG,4/30/2025,,870
,6098 Valuation Adjustments,6/30/2020,,Opening Balance,Western Consolidated Technologies,,WRJA339315012D-R970BK,WRJA339315012D-R970BK,29079,29079,WCT HQ,PC,,0.04481,,JA,,E1-FG,4/30/2025,,3464
,6099 Valuation Adjustments,10/25/2024,,Opening Balance,Western Consolidated Technologies,,WRJC113099012Q-R960AK,WRJC113099012Q-R960AK,29084,29084,WCT HQ,PC,,0.02386,,JC,,E1-FG,4/30/2025,,2340
,6100 Valuation Adjustments,1/18/2023,,Opening Balance,Western Consolidated Technologies,,WRJA196157003Q-R470DK,WRJA196157003Q-R470DK,29086,29086,WCT HQ,PC,,0.02406,,JA,,E1-FG,4/30/2025,,8773
,6101 Valuation Adjustments,2/25/2021,,Opening Balance,Western Consolidated Technologies,,WRJE263238012D-R970BK,WRJE263238012D-R970BK,29087,29087,WCT HQ,PC,,0.03443,,JE,,E1-FG,4/30/2025,,1345
,6102 Valuation Adjustments,2/7/2020,,Opening Balance,Western Consolidated Technologies,,1-9655,1-9655,52445,52445,WCT HQ,PC,,0.02974,,JE,,E1-FG,4/30/2025,,2885
,6103 Valuation Adjustments,2/20/2025,,Opening Balance,Western Consolidated Technologies,,WRJC106097012D-R460EK,WRJC106097012D-R460EK,29104,29104,WCT HQ,EA,,0.01439,,JC,,E1-FG,4/30/2025,,1230
,6104 Valuation Adjustments,6/21/2024,,Opening Balance,Western Consolidated Technologies,,1-9689,1-9689,52446,52446,WCT HQ,PC,,0.03101,,JE,,E1-FG,4/30/2025,,25798
,6105 Valuation Adjustments,9/27/2024,,Opening Balance,Western Consolidated Technologies,,WRJE173148012D-R970BK,WRJE173148012D-R970BK,29107,29107,WCT HQ,EA,,0.03113,,JE,,E1-FG,4/30/2025,,1000
,6106 Valuation Adjustments,9/25/2018,,Opening Balance,Western Consolidated Technologies,,WRJC064047007D-R970BK,WRJC064047007D-R970BK,29109,29109,WCT HQ,PC,,0.00745,,JC,,E1-FG,4/30/2025,,2550
,6107 Valuation Adjustments,11/5/2024,,Opening Balance,Western Consolidated Technologies,,WRJA269198006Q-R460EK,WRJA269198006Q-R460EK,29113,29113,WCT HQ,PC,,0.04574,,JA,,E1-FG,4/30/2025,,1825
,6108 Valuation Adjustments,1/23/2025,,Opening Balance,Western Consolidated Technologies,,1-9717,1-9717,52447,52447,WCT HQ,EA,,0.02661,,JE,,E1-FG,4/30/2025,,3256
,6109 Valuation Adjustments,8/11/2023,,Opening Balance,Western Consolidated Technologies,,WRJE193170012D-R970BK,WRJE193170012D-R970BK,29119,29119,WCT HQ,PC,,0.03005,,JE,,E1-FG,4/30/2025,,2213
,6110 Valuation Adjustments,1/23/2025,,Opening Balance,Western Consolidated Technologies,,1-9729,1-9729,29123,29123,WCT HQ,PC,,0.04413,,JE,,E1-FG,4/30/2025,,1005
,6111 Valuation Adjustments,8/9/2024,,Opening Balance,Western Consolidated Technologies,,WRJC095083011D-R470BK,WRJC095083011D-R470BK,29131,29131,WCT HQ,EA,,0.01496,,JC,,E1-FG,4/30/2025,,1450
,6112 Valuation Adjustments,4/23/2025,,Opening Balance,Western Consolidated Technologies,,WRJC055044007D-R470BK,WRJC055044007D-R470BK,29133,29133,WCT HQ,EA,,0.00622,,JC,,E1-FG,4/30/2025,,1234
,6113 Valuation Adjustments,7/26/2018,,Opening Balance,Western Consolidated Technologies,,WRJC056020012D-R570AK,WRJC056020012D-R570AK,29145,29145,WCT HQ,EA,,0.01675,,JC,,E1-FG,4/30/2025,,560
,6114 Valuation Adjustments,9/8/2023,,Opening Balance,Western Consolidated Technologies,,WRJA265234006D-R463AK,WRJA265234006D-R463AK,29154,29154,WCT HQ,EA,,0.02815,,JA,,E1-FG,4/30/2025,,4920
,6115 Valuation Adjustments,1/6/2023,,Opening Balance,Western Consolidated Technologies,,WRJC077039006D-R980AK,WRJC077039006D-R980AK,29192,29192,WCT HQ,EA,,0.01086,,JC,,E1-FG,4/30/2025,,2105
,6116 Valuation Adjustments,6/10/2024,,Opening Balance,Western Consolidated Technologies,,WRJA443423010D-R470BK,WRJA443423010D-R470BK,29200,29200,WCT HQ,EA,,0.05897,,JA,,E1-FG,4/30/2025,,535
,6117 Valuation Adjustments,11/5/2021,,Opening Balance,Western Consolidated Technologies,,WRJA398386007D-R470BK,WRJA398386007D-R470BK,29202,29202,WCT HQ,EA,,0.03692,,JA,,E1-FG,4/30/2025,,1274
,6118 Valuation Adjustments,6/21/2023,,Opening Balance,Western Consolidated Technologies,,WRJA487473006D-R470BK,WRJA487473006D-R470BK,29215,29215,WCT HQ,EA,,0.04285,,JA,,E1-FG,4/30/2025,,2271
,6119 Valuation Adjustments,2/28/2025,,Opening Balance,Western Consolidated Technologies,,WRJE232209012D-R970BK,WRJE232209012D-R970BK,29218,29218,WCT HQ,EA,,0.03603,,JE,,E1-FG,4/30/2025,,1464
,6120 Valuation Adjustments,12/6/2024,,Opening Balance,Western Consolidated Technologies,,WRJC118090014D-R570AK,WRJC118090014D-R570AK,29253,29253,WCT HQ,EA,,0.08698,,JC,,E1-FG,4/30/2025,,2034
,6121 Valuation Adjustments,5/28/2021,,Opening Balance,Western Consolidated Technologies,,WRJC026015021D-R580AK,WRJC026015021D-R580AK,29254,29254,WCT HQ,PC,,0.01425,,JC,,E1-FG,4/30/2025,,1415
,6122 Valuation Adjustments,1/23/2025,,Opening Balance,Western Consolidated Technologies,,WRJC181145021D-R850AK,WRJC181145021D-R850AK,29283,29283,WCT HQ,PC,,0.06103,,JC,,E1-FG,4/30/2025,,520
,6123 Valuation Adjustments,9/27/2024,,Opening Balance,Western Consolidated Technologies,,WRJC050032025D-R590AK,WRJC050032025D-R590AK,29302,29302,WCT HQ,PC,,0.02381,,JC,,E1-FG,4/30/2025,,950
,6124 Valuation Adjustments,12/4/2024,,Opening Balance,Western Consolidated Technologies,,WRJA337234018D-R590AK,WRJA337234018D-R590AK,29310,29310,WCT HQ,PC,,0.40861,,JA,,E1-FG,4/30/2025,,272
,6125 Valuation Adjustments,1/25/2024,,Opening Balance,Western Consolidated Technologies,,WRJC043023018D-R550AK,WRJC043023018D-R550AK,29330,29330,WCT HQ,EA,,0.01725,,JC,,E1-FG,4/30/2025,,560
,6126 Valuation Adjustments,10/25/2024,,Opening Balance,Western Consolidated Technologies,,WRJA218182018K-R470AK,WRJA218182018K-R470AK,29331,29331,WCT HQ,PC,,0.06743,,JA,,E1-FG,4/30/2025,,6000
,6127 Valuation Adjustments,2/26/2025,,Opening Balance,Western Consolidated Technologies,,WRJA298269014D-R470BK,WRJA298269014D-R470BK,29332,29332,WCT HQ,PC,,0.06125,,JA,,E1-FG,4/30/2025,,3647
,6128 Valuation Adjustments,11/16/2018,,Opening Balance,Western Consolidated Technologies,,WRJE139114017D-R970BK,WRJE139114017D-R970BK,29333,29333,WCT HQ,PC,,0.02552,,JE,,E1-FG,4/30/2025,,3471
,6129 Valuation Adjustments,8/1/2022,,Opening Balance,Western Consolidated Technologies,,WRJC100067026D-R490AK,WRJC100067026D-R490AK,29343,29343,WCT HQ,PC,,0.04096,,JC,,E1-FG,4/30/2025,,1537
,6130 Valuation Adjustments,10/3/2024,,Opening Balance,Western Consolidated Technologies,,WRJA300246025K-R470AK,WRJA300246025K-R470AK,29345,29345,WCT HQ,PC,,0.17029,,JA,,E1-FG,4/30/2025,,530
,6131 Valuation Adjustments,11/6/2023,,Opening Balance,Western Consolidated Technologies,,WRJA655625026D-R540AK,WRJA655625026D-R540AK,29360,29360,WCT HQ,EA,,0.43333,,JA,,E1-FG,4/30/2025,,138
,6132 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WRJA309285015D-R970BK,WRJA309285015D-R970BK,29365,29365,WCT HQ,PC,,0.05417,,JA,,E1-FG,4/30/2025,,768
,6133 Valuation Adjustments,11/18/2024,,Opening Balance,Western Consolidated Technologies,,WRJC143106018D-R175AK,WRJC143106018D-R175AK,29369,29369,WCT HQ,PC,,0.36889,,JC,,E1-FG,4/30/2025,,326
,6134 Valuation Adjustments,2/7/2020,,Opening Balance,Western Consolidated Technologies,,WRJA311287015D-R970BK,WRJA311287015D-R970BK,29374,29374,WCT HQ,PC,,0.06075,,JA,,E1-FG,4/30/2025,,6680
,6135 Valuation Adjustments,1/23/2025,,Opening Balance,Western Consolidated Technologies,,WRJE272246013D-R970BK,WRJE272246013D-R970BK,29378,29378,WCT HQ,EA,,0.0442,,JE,,E1-FG,4/30/2025,,4320
,6136 Valuation Adjustments,1/23/2025,,Opening Balance,Western Consolidated Technologies,,WRJE193168013D-R970BK,WRJE193168013D-R970BK,29387,29387,WCT HQ,EA,,0.03726,,JE,,E1-FG,4/30/2025,,887
,6137 Valuation Adjustments,8/8/2024,,Opening Balance,Western Consolidated Technologies,,WRJA437418020D-R070BK,WRJA437418020D-R070BK,29393,29393,WCT HQ,PC,,0.15728,,JA,,E1-FG,4/30/2025,,1265
,6138 Valuation Adjustments,1/26/2024,,Opening Balance,Western Consolidated Technologies,,WRJA361337015D-R970BK,WRJA361337015D-R970BK,29399,29399,WCT HQ,PC,,0.05733,,JA,,E1-FG,4/30/2025,,500
,6139 Valuation Adjustments,4/18/2025,,Opening Balance,Western Consolidated Technologies,,WRJE201177012D-R970BK,WRJE201177012D-R970BK,29402,29402,WCT HQ,PC,,0.03103,,JE,,E1-FG,4/30/2025,,8000
,6140 Valuation Adjustments,6/30/2020,,Opening Balance,Western Consolidated Technologies,,2-8962,2-8962,52517,52517,WCT HQ,PC,,0.05155,,JA,,E1-FG,4/30/2025,,1380
,6141 Valuation Adjustments,5/24/2024,,Opening Balance,Western Consolidated Technologies,,WRJA291266012D-R970BK,WRJA291266012D-R970BK,29408,29408,WCT HQ,EA,,0.05336,,JA,,E1-FG,4/30/2025,,2091
,6142 Valuation Adjustments,2/14/2020,,Opening Balance,Western Consolidated Technologies,,WRJE266242012D-R970BK,WRJE266242012D-R970BK,29409,29409,WCT HQ,EA,,0.03284,,JE,,E1-FG,4/30/2025,,2080
,6143 Valuation Adjustments,2/17/2020,,Opening Balance,Western Consolidated Technologies,,WRJA218178019K-R460AK,WRJA218178019K-R460AK,29419,29419,WCT HQ,EA,,0.08144,,JA,,E1-FG,4/30/2025,,845
,6144 Valuation Adjustments,8/14/2024,,Opening Balance,Western Consolidated Technologies,,WRJC137103016K-R460AK,WRJC137103016K-R460AK,29420,29420,WCT HQ,EA,,0.03623,,JC,,E1-FG,4/30/2025,,858
,6145 Valuation Adjustments,9/6/2024,,Opening Balance,Western Consolidated Technologies,,2-9110,2-9110,52531,52531,WCT HQ,EA,,0.01683,,JC,,E1-FG,4/30/2025,,989
,6146 Valuation Adjustments,2/20/2025,,Opening Balance,Western Consolidated Technologies,,WRJC237218013D-R470GK,WRJC237218013D-R470GK,29443,29443,WCT HQ,EA,,0.04265,,JC,,E1-FG,4/30/2025,,6662
,6147 Valuation Adjustments,4/11/2025,,Opening Balance,Western Consolidated Technologies,,WRJC200173013Q-R463AK,WRJC200173013Q-R463AK,29456,29456,WCT HQ,EA,,0.04275,,JC,,E1-FG,4/30/2025,,3420
,6148 Valuation Adjustments,2/29/2024,,Opening Balance,Western Consolidated Technologies,,WRJA451443024D-R970DK,WRJA451443024D-R970DK,29463,29463,WCT HQ,EA,,0.12957,,JA,,E1-FG,4/30/2025,,1175
,6149 Valuation Adjustments,10/12/2023,,Opening Balance,Western Consolidated Technologies,,2-9145,2-9145,52539,52539,WCT HQ,PC,,0.12649,,JA,,E1-FG,4/30/2025,,3355
,6150 Valuation Adjustments,11/8/2019,,Opening Balance,Western Consolidated Technologies,,WRJA695687024D-R970DK,WRJA695687024D-R970DK,29465,29465,WCT HQ,EA,,0.29251,,JA,,E1-FG,4/30/2025,,455
,6151 Valuation Adjustments,5/29/2020,,Opening Balance,Western Consolidated Technologies,,WRJE221198014D-R970BK,WRJE221198014D-R970BK,29475,29475,WCT HQ,EA,,0.03161,,JE,,E1-FG,4/30/2025,,4895
,6152 Valuation Adjustments,12/11/2024,,Opening Balance,Western Consolidated Technologies,,WRJC041011016D-R570AK,WRJC041011016D-R570AK,29483,29483,WCT HQ,EA,,0.01745,,JC,,E1-FG,4/30/2025,,1509
,6153 Valuation Adjustments,3/2/2021,,Opening Balance,Western Consolidated Technologies,,WRJE204180015D-R970BK,WRJE204180015D-R970BK,29494,29494,WCT HQ,EA,,0.03211,,JE,,E1-FG,4/30/2025,,1965
,6154 Valuation Adjustments,11/15/2024,,Opening Balance,Western Consolidated Technologies,,WRJE192169012D-R970BK,WRJE192169012D-R970BK,29509,29509,WCT HQ,EA,,0.02609,,JE,,E1-FG,4/30/2025,,26436
,6155 Valuation Adjustments,7/3/2019,,Opening Balance,Western Consolidated Technologies,,2-9209,2-9209,52637,52637,WCT HQ,EA,,0.02561,,JE,,E1-FG,4/30/2025,,2720
,6156 Valuation Adjustments,3/21/2019,,Opening Balance,Western Consolidated Technologies,,WRJE161138013D-R970BK,WRJE161138013D-R970BK,29533,29533,WCT HQ,EA,,0.03068,,JE,,E1-FG,4/30/2025,,2370
,6157 Valuation Adjustments,12/13/2018,,Opening Balance,Western Consolidated Technologies,,WRJE189165014D-R970BK,WRJE189165014D-R970BK,29534,29534,WCT HQ,EA,,0.04041,,JE,,E1-FG,4/30/2025,,2125
,6158 Valuation Adjustments,10/31/2019,,Opening Balance,Western Consolidated Technologies,,WRJE274250014D-R970BK,WRJE274250014D-R970BK,29535,29535,WCT HQ,EA,,0.03673,,JE,,E1-FG,4/30/2025,,1075
,6159 Valuation Adjustments,1/10/2020,,Opening Balance,Western Consolidated Technologies,,WRJA287263015D-R970BK,WRJA287263015D-R970BK,29536,29536,WCT HQ,EA,,0.05303,,JA,,E1-FG,4/30/2025,,447
,6160 Valuation Adjustments,1/3/2020,,Opening Balance,Western Consolidated Technologies,,2-9233,2-9233,52662,52662,WCT HQ,EA,,0.03592,,JE,,E1-FG,4/30/2025,,2000
,6161 Valuation Adjustments,4/14/2022,,Opening Balance,Western Consolidated Technologies,,WRJE225201014D-R970BK,WRJE225201014D-R970BK,29550,29550,WCT HQ,EA,,0.02766,,JE,,E1-FG,4/30/2025,,2985
,6162 Valuation Adjustments,6/8/2021,,Opening Balance,Western Consolidated Technologies,,WRJA297273014D-R970BK,WRJA297273014D-R970BK,29551,29551,WCT HQ,EA,,0.0567,,JA,,E1-FG,4/30/2025,,1145
,6163 Valuation Adjustments,7/7/2023,,Opening Balance,Western Consolidated Technologies,,WRJC030020022D-R970AK,WRJC030020022D-R970AK,29567,29567,WCT HQ,EA,,0.00953,,JC,,E1-FG,4/30/2025,,398
,6164 Valuation Adjustments,4/25/2025,,Opening Balance,Western Consolidated Technologies,,WRJE224200012D-R970BK,WRJE224200012D-R970BK,29574,29574,WCT HQ,EA,,0.04173,,JE,,E1-FG,4/30/2025,,10
,6165 Valuation Adjustments,4/18/2025,,Opening Balance,Western Consolidated Technologies,,2-9272,2-9272,52685,52685,WCT HQ,EA,,0.04629,,JA,,E1-FG,4/30/2025,,1146
,6166 Valuation Adjustments,11/1/2024,,Opening Balance,Western Consolidated Technologies,,WRJE196172014D-R970BK,WRJE196172014D-R970BK,29581,29581,WCT HQ,EA,,0.03249,,JE,,E1-FG,4/30/2025,,4000
,6167 Valuation Adjustments,10/24/2024,,Opening Balance,Western Consolidated Technologies,,WRJC086052014D-R490AK,WRJC086052014D-R490AK,29583,29583,WCT HQ,EA,,0.02231,,JC,,E1-FG,4/30/2025,,1270
,6168 Valuation Adjustments,10/25/2024,,Opening Balance,Western Consolidated Technologies,,WRJE204181015D-R970BK,WRJE204181015D-R970BK,29586,29586,WCT HQ,EA,,0.03475,,JE,,E1-FG,4/30/2025,,1000
,6169 Valuation Adjustments,1/30/2025,,Opening Balance,Western Consolidated Technologies,,WRJC098088015D-R460EK,WRJC098088015D-R460EK,29592,29592,WCT HQ,EA,,0.01748,,JC,,E1-FG,4/30/2025,,642
